"","PrimaryKey","PlotKey","PlotID","State","SpeciesState","County","ProjectName","PhotoLink","EcologicalSiteId","EcolSiteName","Latitude_NAD83","Longitude_NAD83","DateEstablished","DateVisited","BareSoilCover","TotalFoliarCover","GapCover_25_50","GapCover_51_100","GapCover_101_200","GapCover_200_plus","GapCover_25_plus","SoilStability_All","SoilStability_Protected","SoilStability_Unprotected","AH_NonNoxPerenForbCover","AH_NonNoxAnnForbCover","AH_NonNoxPerenGrassCover","AH_NonNoxAnnGrassCover","AH_NonNoxPerenForbGrassCover","AH_NonNoxAnnForbGrassCover","AH_NonNoxShrubCover","AH_NonNoxSubShrubCover","AH_NonNoxSucculentCover","AH_NonNoxTreeCover","AH_NonNoxCover","AH_NoxPerenForbCover","AH_NoxAnnForbCover","AH_NoxPerenGrassCover","AH_NoxAnnGrassCover","AH_NoxPerenForbGrassCover","AH_NoxAnnForbGrassCover","AH_NoxShrubCover","AH_NoxSubShrubCover","AH_NoxSucculentCover","AH_NoxTreeCover","AH_NoxCover","AH_ForbCover","AH_PerenForbCover","AH_PreferredForbCover","AH_GrassCover","AH_PerenGrassCover","AH_AnnGrassCover","AH_TallPerenGrassCover","AH_ShortPerenGrassCover","AH_PerenForbGrassCover","AH_ShrubCover","AH_SagebrushCover","AH_SagebrushCover_Live","AH_NonSagebrushShrubCover","AH_TotalLitterCover","AH_WoodyLitterCover","AH_HerbLitterCover","FH_NonNoxPerenForbCover","FH_NonNoxAnnForbCover","FH_NonNoxPerenGrassCover","FH_NonNoxAnnGrassCover","FH_NonNoxShrubCover","FH_NonNoxSubShrubCover","FH_NonNoxSucculentCover","FH_NonNoxTreeCover","FH_NoxPerenForbCover","FH_NoxAnnForbCover","FH_NoxPerenGrassCover","FH_NoxAnnGrassCover","FH_NoxShrubCover","FH_NoxSubShrubCover","FH_NoxSucculentCover","FH_NoxTreeCover","FH_SagebrushCover","FH_TotalLitterCover","FH_WoodyLitterCover","FH_HerbLitterCover","FH_DuffCover","FH_EmbLitterCover","FH_VagrLichenCover","FH_LichenCover","FH_MossCover","FH_CyanobacteriaCover","FH_RockCover","FH_WaterCover","FH_DepSoilCover","Hgt_Woody_Avg","Hgt_Herbaceous_Avg","Hgt_Forb_Avg","Hgt_PerenForb_Avg","Hgt_Grass_Avg","Hgt_PerenGrass_Avg","Hgt_NoxPerenGrass_Avg","Hgt_NonNoxPerenGrass_Avg","Hgt_TallPerenGrass_Avg","Hgt_ShortPerenGrass_Avg","Hgt_PerenForbGrass_Avg","Hgt_Shrub_Avg","Hgt_NonSagebrushShrub_Avg","Hgt_Sagebrush_Avg","Hgt_Sagebrush_Live_Avg","SagebrushShape_All_ColumnCount","SagebrushShape_All_SpreadCount","SagebrushShape_All_Predominant","SagebrushShape_Live_ColumnCount","SagebrushShape_Live_SpreadCount","SagebrushShape_Live_Predominant","NumSpp_NoxPlant","Spp_Nox","NumSpp_NonNoxPlant","NumSpp_PreferredForb","Spp_Sagebrush","Spp_PreferredForb","Spp_TallPerenGrass","Spp_ShortPerenGrass","RH_Rills","RH_WaterFlowPatterns","RH_PedestalsTerracettes","RH_BareGround","RH_Gullies","RH_WindScouredAreas","RH_LitterMovement","RH_LitterAmount","RH_SoilSurfResisErosion","RH_SoilSurfLossDeg","RH_PlantCommunityComp","RH_Compaction","RH_FuncSructGroup","RH_DeadDyingPlantParts","RH_AnnualProd","RH_InvasivePlants","RH_ReprodCapabilityPeren","RH_BioticIntegrity","RH_HydrologicFunction","RH_SoilSiteStability","RH_CommentsBI","RH_CommentsHF","RH_CommentsSS","Purpose","PurposeFlag","Design","DesignFlag","created_user","created_date","last_edited_user","last_edited_date","DateLoadedInDb","DBKey","GlobalID","Shape"
"31106","20153513201411B1","20153513201411B1","20153513201411B1","NM","NM","Dona Ana","LMF","https://gis.blm.doi.net/attachments/AIM/LMF/35013/201411B/point1/2015","042XB012NM",NA,31.8746633,-106.759615,NA,2015-06-04 10:11:00,69.30693069,22.77227723,2.3,1.6,18.16666667,56.6,78.66666667,1.11111111,2,1,0,0,0,0,0,0,16.83168317,3.96039604,1.98019802,0,22.77227723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.83168317,0,NA,16.83168317,18.81188119,2.97029703,14.85148515,0,0,0,0,16.83168317,3.96039604,1.98019802,0,0,0,0,0,0,0,0,0,0,6.93069307,1.98019802,3.96039604,0,NA,NA,0,0,NA,0.99009901,0,NA,57.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.66,73.66,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6,0,NA,NA,NA,NA,"SM","MO","ME","EX","SM","EX","EX","EX","EX","EX","MO","SM","EX","EX","EX","EX","EX","EX","EX","ME",NA,NA,NA,NA,NA,NA,NA,"ILMOCAIMDBO",2022-01-13 10:47:44,"ILMOCAIMDBO",2022-01-13 12:36:19,"2015","2015","{5F26F073-18DF-456D-9803-D51DC523A5AA}",c(-106.759615, 31.8746633000001)
"31133","20153513201411B2","20153513201411B2","20153513201411B2","NM","NM","Dona Ana","LMF","https://gis.blm.doi.net/attachments/AIM/LMF/35013/201411B/point2/2015","042XB012NM",NA,31.8750633,-106.7554067,NA,2015-06-04 11:42:00,59.40594059,28.71287129,0,6.6,3.43333333,50.9,60.93333333,1.22222222,2,1,0,0,0,0,0,0,25.74257426,2.97029703,0,0,28.71287129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.74257426,0,NA,25.74257426,32.67326733,0.99009901,31.68316832,0,0,0,0,25.74257426,2.97029703,0,0,0,0,0,0,0,0,0,0,0,11.88118812,0.99009901,10.89108911,0,NA,NA,0,0,NA,0,0,NA,67.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.62333333,76.62333333,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,0,NA,NA,NA,NA,"SM","SM","SM","EX","SM","EX","EX","EX","EX","EX","SM","SM","EX","EX","EX","EX","EX","EX","EX","EX",NA,NA,NA,NA,NA,NA,NA,"ILMOCAIMDBO",2022-01-13 10:47:44,"ILMOCAIMDBO",2022-01-13 12:36:19,"2015","2015","{2C73B21D-647F-4204-9F7F-3770A233F129}",c(-106.7554067, 31.8750633000001)
"31201","20153551201613B1","20153551201613B1","20153551201613B1","NM","NM","Sierra","LMF","https://gis.blm.doi.net/attachments/AIM/LMF/35051/201613B/point1/2015","042XB035NM",NA,33.122966,-107.470714,NA,2015-05-22 09:51:00,20.79207921,7.92079208,2.1,2.63333333,8.96666667,76.93333333,90.63333333,1,NA,1,1.98019802,0,0,0,1.98019802,0,5.94059406,0,0,0,7.92079208,0,0,0,0,0,0,0,0,0,0,0,1.98019802,1.98019802,0,0,0,0,0,0,1.98019802,5.94059406,0,NA,5.94059406,24.75247525,0.99009901,23.76237624,1.98019802,0,0,0,5.94059406,0,0,0,0,0,0,0,0,0,0,0,0,21.78217822,0,21.78217822,0,NA,NA,0,0,NA,49.5049505,0,NA,47.3075,8.70857143,9.23636364,8.382,6.77333333,6.77333333,NA,6.77333333,NA,NA,8.01076923,47.3075,47.3075,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18,0,NA,NA,"MUPO2",NA,"SM","MO","SM","SM","SM","NS","MO","ME","SM","SM","MO","NS","ME","MO","EX","MO","ME","ME","SM","SM",NA,NA,NA,NA,NA,NA,NA,"ILMOCAIMDBO",2022-01-13 10:47:44,"ILMOCAIMDBO",2022-01-13 12:36:36,"2015","2015","{7F672FB1-BE50-423B-A43B-9CBEC4A5FB8A}",c(-107.470714, 33.1229660000001)
"31202","20153551201613B2","20153551201613B2","20153551201613B2","NM","NM","Sierra","LMF","https://gis.blm.doi.net/attachments/AIM/LMF/35051/201613B/point2/2015","042XB035NM",NA,33.123396,-107.467194,NA,2015-05-22 12:01:00,24.75247525,28.71287129,0.86666667,3.5,16.03333333,51.3,71.7,1,NA,1,0,0,3.96039604,0,3.96039604,0,24.75247525,0,0.99009901,0,28.71287129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96039604,3.96039604,0,2.97029703,0,3.96039604,24.75247525,0,NA,24.75247525,14.85148515,0.99009901,13.86138614,0,0,2.97029703,0,24.75247525,0,0.99009901,0,0,0,0,0,0,0,0,0,0,6.93069307,0.99009901,5.94059406,0,NA,NA,0,0,NA,39.6039604,0,NA,63.96181818,13.62363636,6.985,6.985,31.32666667,31.32666667,NA,31.32666667,NA,NA,13.62363636,63.96181818,63.96181818,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,12,0,NA,NA,"MUPO2",NA,"NS","MO","MO","ME","SM","NS","SM","EX","SM","MO","MO","SM","EX","ME","EX","ME","ME","ME","MO","MO",NA,NA,NA,NA,NA,NA,NA,"ILMOCAIMDBO",2022-01-13 10:47:44,"ILMOCAIMDBO",2022-01-13 12:36:36,"2015","2015","{02297E35-0DDE-4BCA-A91D-153C2F7F2770}",c(-107.467194, 33.1233960000001)
"31230","20153551201506B1","20153551201506B1","20153551201506B1","NM","NM","Sierra","LMF","https://gis.blm.doi.net/attachments/AIM/LMF/35051/201506B/point1/2015","042XB016NM",NA,32.722757,-107.520635,NA,2015-05-26 10:46:00,72.27722772,17.82178218,1.46666667,6.63333333,4.26666667,69.86666667,82.23333333,2,2,2,0,0,15.84158416,0,15.84158416,0,0.99009901,0.99009901,0,0,17.82178218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.84158416,15.84158416,0,0,0,15.84158416,0.99009901,0,NA,0.99009901,20.79207921,0,19.8019802,0,0,15.84158416,0,0.99009901,0.99009901,0,0,0,0,0,0,0,0,0,0,0,6.93069307,0,5.94059406,0,NA,NA,0,0,NA,2.97029703,0,NA,NA,31.4325,5.08,5.08,35.19714286,35.19714286,NA,35.19714286,NA,NA,31.4325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"SATR12",12,0,NA,NA,"MUPO2",NA,"NS","SM","MO","ME","ME","NS","SM","MO","MO","MO","MO","NS","ME","MO","ME","ME","MO","MO","MO","MO",NA,NA,NA,NA,NA,NA,NA,"ILMOCAIMDBO",2022-01-13 10:47:44,"ILMOCAIMDBO",2022-01-13 12:36:36,"2015","2015","{CD3C33B1-A1E5-46E7-AC21-7D18AEC16F07}",c(-107.520635, 32.7227570000001)
"31231","20153551201506B2","20153551201506B2","20153551201506B2","NM","NM","Sierra","LMF","https://gis.blm.doi.net/attachments/AIM/LMF/35051/201506B/point2/2015","042XB014NM",NA,32.726494,-107.51889,NA,2015-05-26 12:42:00,27.72277228,55.44554455,5.96666667,8.93333333,5.96666667,14.83333333,35.7,4.66666667,5.6,3.5,0,0,55.44554455,0,55.44554455,0,2.97029703,0,0,0,55.44554455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.44554455,55.44554455,0,0,0,55.44554455,2.97029703,0,NA,2.97029703,54.45544554,0,53.46534653,0,0,52.47524752,0,2.97029703,0,0,0,0,0,0,0,0,0,0,0,0,12.87128713,0,11.88118812,0,NA,NA,0,0,NA,3.96039604,0,NA,NA,43.18,NA,NA,43.18,43.18,NA,43.18,NA,NA,43.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8,0,NA,NA,NA,NA,"NS","SM","MO","SM","SM","NS","SM","MO","SM","SM","SM","NS","MO","SM","MO","MO","MO","MO","SM","SM",NA,NA,NA,NA,NA,NA,NA,"ILMOCAIMDBO",2022-01-13 10:47:44,"ILMOCAIMDBO",2022-01-13 12:36:36,"2015","2015","{780432E6-431B-42FC-BABD-5511CF3AD5D6}",c(-107.51889, 32.7264940000001)
"31314","2015355200808B1","2015355200808B1","2015355200808B1","NM","NM","Chaves","LMF","https://gis.blm.doi.net/attachments/AIM/LMF/35005/200808B/point1/2015","070BY068NM",NA,33.549177,-104.752182,NA,2015-06-01 12:35:00,7.92079208,76.23762376,4.6,3.3,0,2.63333333,10.53333333,5.88888889,6,5.83333333,3.96039604,7.92079208,64.35643564,0,67.32673267,7.92079208,0,0.99009901,0,0,76.23762376,0,0,0,0,0,0,0,0,0,0,0,11.88118812,3.96039604,0,64.35643564,64.35643564,0,1.98019802,24.75247525,67.32673267,0,0,NA,0,88.11881188,0,88.11881188,3.96039604,7.92079208,63.36633663,0,0,0.99009901,0,0,0,0,0,0,0,0,0,0,0,14.85148515,0,14.85148515,0,NA,NA,0,0,NA,0.99009901,0,NA,NA,43.5562963,32.17333333,36.83,44.97916667,44.97916667,NA,44.97916667,NA,53.14461538,44.35230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15,0,NA,NA,"SPCR","BOGR2","NS","NS","SM","NS","NS","NS","NS","NS","NS","NS","NS","NS","SM","NS","SM","NS","NS","NS","NS","NS",NA,NA,NA,NA,NA,NA,NA,"ILMOCAIMDBO",2022-01-13 10:47:44,"ILMOCAIMDBO",2022-01-13 12:36:38,"2015","2015","{C4381867-0D17-457D-AB39-6A226F8EC89A}",c(-104.752182, 33.549177)
"31316","2015355200808B2","2015355200808B2","2015355200808B2","NM","NM","Chaves","LMF","https://gis.blm.doi.net/attachments/AIM/LMF/35005/200808B/point2/2015","070BY057NM",NA,33.551169,-104.746254,NA,2015-06-01 14:22:00,2.97029703,94.05940594,2.1,0,0,0,2.1,4.55555556,5.66666667,4,25.74257426,1.98019802,71.28712871,0,92.07920792,1.98019802,0.99009901,0,0,0,94.05940594,0,0,0,0,0,0,0,0,0,0,0,27.72277228,25.74257426,0,71.28712871,71.28712871,0,0,0,92.07920792,0.99009901,0,NA,0.99009901,95.04950495,0,95.04950495,25.74257426,0.99009901,66.33663366,0,0.99009901,0,0,0,0,0,0,0,0,0,0,0,0,2.97029703,0,2.97029703,0,NA,NA,0,0,NA,0,0,NA,NA,37.44148148,42.98461538,42.98461538,32.29428571,32.29428571,NA,32.29428571,NA,NA,37.44148148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8,0,NA,NA,NA,NA,"SM","SM","NS","NS","SM","NS","NS","NS","NS","NS","NS","NS","SM","NS","NS","NS","NS","NS","NS","NS",NA,NA,NA,NA,NA,NA,NA,"ILMOCAIMDBO",2022-01-13 10:47:44,"ILMOCAIMDBO",2022-01-13 12:36:38,"2015","2015","{76F7F2F0-A8BB-41D7-AD8A-498A78032B64}",c(-104.746254, 33.5511690000001)
"31323","20153551201508B1","20153551201508B1","20153551201508B1","NM","NM","Sierra","LMF","https://gis.blm.doi.net/attachments/AIM/LMF/35051/201508B/point1/2015","042XD007NM",NA,32.930447,-107.281222,NA,2015-05-20 15:24:59,25.74257426,18.81188119,0.33333333,6.86666667,14.83333333,56.23333333,78.26666667,1.11111111,2,1,0,0,0.99009901,0,0.99009901,0,17.82178218,0,0,0,18.81188119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99009901,0.99009901,0,0,0,0.99009901,17.82178218,0,NA,17.82178218,8.91089109,1.98019802,6.93069307,0,0,0.99009901,0,17.82178218,0,0,0,0,0,0,0,0,0,0,0,0,4.95049505,0.99009901,3.96039604,0,NA,NA,0,0,NA,50.4950495,0,NA,76.92571429,5.08,NA,NA,5.08,5.08,NA,5.08,NA,NA,5.08,76.92571429,76.92571429,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6,0,NA,NA,NA,NA,"SM","SM","SM","SM","SM","NS","SM","ME","SM","SM","MO","SM","EX","SM","EX","ME","ME","ME","SM","SM",NA,NA,NA,NA,NA,NA,NA,"ILMOCAIMDBO",2022-01-13 10:47:44,"ILMOCAIMDBO",2022-01-13 12:36:38,"2015","2015","{BD79CB36-4803-43E8-B9B6-0423F467D14E}",c(-107.281222, 32.9304470000001)
"31324","20153551201508B2","20153551201508B2","20153551201508B2","NM","NM","Sierra","LMF","https://gis.blm.doi.net/attachments/AIM/LMF/35051/201508B/point2/2015","042XA060NM",NA,32.933122,-107.275231,NA,2015-05-20 11:44:00,8.91089109,47.52475248,1.4,5.16666667,16.5,22.46666667,45.53333333,1,1,1,0,0,7.92079208,0,7.92079208,0,42.57425743,0,0,0,47.52475248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.92079208,7.92079208,0,3.96039604,0.99009901,7.92079208,42.57425743,0,NA,42.57425743,33.66336634,4.95049505,28.71287129,0,0,4.95049505,0,42.57425743,0,0,0,0,0,0,0,0,0,0,0,0,13.86138614,2.97029703,10.89108911,0,NA,NA,0,0,NA,29.7029703,0,NA,109.22,23.368,NA,NA,23.368,23.368,NA,23.368,28.575,NA,23.368,109.22,109.22,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15,0,NA,NA,"MUPO2; SPCR","BOER4","SM","SM","SM","NS","SM","NS","MO","ME","SM","SM","ME","NS","ME","SM","ME","ME","ME","ME","SM","SM",NA,NA,NA,NA,NA,NA,NA,"ILMOCAIMDBO",2022-01-13 10:47:44,"ILMOCAIMDBO",2022-01-13 12:36:38,"2015","2015","{73D0E44F-9705-4092-8CB2-C6DC1C39DF75}",c(-107.275231, 32.933122)
"31328","20153551201619B1","20153551201619B1","20153551201619B1","NM","NM","Sierra","LMF","https://gis.blm.doi.net/attachments/AIM/LMF/35051/201619B/point1/2015","042XB021NM",NA,32.990972,-107.184723,NA,2015-05-21 11:02:00,9.9009901,38.61386139,5.73333333,19.9,16.03333333,12.2,53.86666667,1,1,1,0.99009901,0,28.71287129,0,29.7029703,0,12.87128713,0,0,0,38.61386139,0,0,0,0,0,0,0,0,0,0,0,0.99009901,0.99009901,0,28.71287129,28.71287129,0,2.97029703,2.97029703,29.7029703,12.87128713,0,NA,12.87128713,16.83168317,0.99009901,15.84158416,0.99009901,0,24.75247525,0,12.87128713,0,0,0,0,0,0,0,0,0,0,0,0,1.98019802,0,1.98019802,0,NA,NA,0,0,NA,49.5049505,0,NA,50.37666667,29.58352941,7.62,7.62,30.95625,30.95625,NA,30.95625,34.71333333,39.37,29.58352941,54.356,54.356,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,19,0,NA,NA,"SPCR; BOCU; MUPO2","BOER4","SM","SM","SM","NS","MO","NS","MO","MO","NS","SM","MO","NS","MO","SM","MO","MO","SM","SM","SM","SM",NA,NA,NA,NA,NA,NA,NA,"ILMOCAIMDBO",2022-01-13 10:47:44,"ILMOCAIMDBO",2022-01-13 12:36:38,"2015","2015","{4C0E11DB-A58D-4A1E-96E0-9765D594259C}",c(-107.184723, 32.9909720000001)
"31329","20153551201619B2","20153551201619B2","20153551201619B2","NM","NM","Sierra","LMF","https://gis.blm.doi.net/attachments/AIM/LMF/35051/201619B/point2/2015","042XE001NM",NA,32.992996,-107.187146,NA,2015-05-21 12:58:00,2.97029703,26.73267327,3.13333333,8.4,22.6,27.06666667,61.2,1,1,1,1.98019802,0,6.93069307,0,8.91089109,0,18.81188119,3.96039604,0,0,26.73267327,0,0,0,0,0,0,0,0,0,0,0,1.98019802,1.98019802,0,6.93069307,6.93069307,0,0.99009901,0.99009901,8.91089109,18.81188119,0,NA,18.81188119,11.88118812,0.99009901,10.89108911,1.98019802,0,3.96039604,0,17.82178218,2.97029703,0,0,0,0,0,0,0,0,0,0,0,3.96039604,0.99009901,2.97029703,0,NA,NA,0,0,NA,66.33663366,0,NA,75.50727273,19.47333333,5.08,5.08,21.2725,21.2725,NA,21.2725,27.94,24.13,19.47333333,75.50727273,75.50727273,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,22,0,NA,NA,"MUPO2; SPCR","BOER4","NS","NS","NS","NS","MO","NS","MO","EX","NS","NS","MO","NS","EX","SM","EX","SM","ME","MO","NS","NS",NA,NA,NA,NA,NA,NA,NA,"ILMOCAIMDBO",2022-01-13 10:47:44,"ILMOCAIMDBO",2022-01-13 12:36:38,"2015","2015","{3B06EDCF-6916-4776-89A9-B675F5C6BC60}",c(-107.187146, 32.9929960000001)
"31363","20153553200507B1","20153553200507B1","20153553200507B1","NM","NM","Socorro","LMF","https://gis.blm.doi.net/attachments/AIM/LMF/35053/200507B/point1/2015","042XB037NM",NA,33.562733,-106.822688,NA,2015-05-28 12:14:59,10.89108911,36.63366337,2.3,14.5,19.4,25.96666667,62.16666667,4.33333333,6,3.85714286,1.98019802,0,34.65346535,0,36.63366337,0,0,0,0,0,36.63366337,0,0,0,0,0,0,0,0,0,0,0,1.98019802,1.98019802,0,34.65346535,34.65346535,0,1.98019802,15.84158416,36.63366337,0,0,NA,0,55.44554455,0,55.44554455,1.98019802,0,34.65346535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.7029703,0,29.7029703,0,NA,NA,0,0,NA,22.77227723,0,NA,50.8,34.63636364,7.25714286,6.35,47.41333333,47.41333333,NA,47.41333333,NA,47.625,35.68095238,76.2,76.2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,11,0,NA,NA,"MUPO2; SPCR","BOER4","NS","NS","SM","MO","NS","NS","SM","MO","NS","SM","SM","NS","MO","SM","MO","NS","SM","MO","SM","NS",NA,NA,NA,NA,NA,NA,NA,"ILMOCAIMDBO",2022-01-13 10:47:44,"ILMOCAIMDBO",2022-01-13 12:36:39,"2015","2015","{3296BEBA-11E1-4DDE-B85D-DEFE748AA773}",c(-106.822688, 33.562733)
"31364","20153553200507B2","20153553200507B2","20153553200507B2","NM","NM","Socorro","LMF","https://gis.blm.doi.net/attachments/AIM/LMF/35053/200507B/point2/2015","042XB037NM",NA,33.564932,-106.826634,NA,2015-05-28 14:13:00,8.91089109,17.82178218,1.43333333,7.13333333,17.6,57.8,83.96666667,3.22222222,6,2.42857143,2.97029703,0.99009901,9.9009901,0,12.87128713,0.99009901,3.96039604,1.98019802,0,0,17.82178218,0,0,0,0,0,0,0,0,0,0,0,3.96039604,2.97029703,0,9.9009901,9.9009901,0,3.96039604,2.97029703,12.87128713,3.96039604,0,NA,3.96039604,34.65346535,0,34.65346535,2.97029703,0.99009901,7.92079208,0,3.96039604,1.98019802,0,0,0,0,0,0,0,0,0,0,0,23.76237624,0,23.76237624,0,NA,NA,0,0,NA,49.5049505,0,NA,75.565,24.28875,8.255,7.25714286,40.3225,40.3225,NA,40.3225,57.15,33.655,24.892,68.58,68.58,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,12,0,NA,NA,"MUPO2","BOER4","NS","NS","SM","MO","NS","NS","SM","MO","SM","SM","SM","NS","MO","SM","MO","NS","SM","MO","SM","NS",NA,NA,NA,NA,NA,NA,NA,"ILMOCAIMDBO",2022-01-13 10:47:44,"ILMOCAIMDBO",2022-01-13 12:36:39,"2015","2015","{D9A4EC2A-B383-4663-BAA3-CC8D7463C7C3}",c(-106.826634, 33.5649320000001)
"31366","20153553201909B1","20153553201909B1","20153553201909B1","NM","NM","Socorro","LMF","https://gis.blm.doi.net/attachments/AIM/LMF/35053/201909B/point1/2015","070CY105NM",NA,33.941126,-105.95912,NA,2015-06-01 11:38:00,57.42574257,12.87128713,1.63333333,4.23333333,8,72.8,86.66666667,4,2.5,4.42857143,0,0,9.9009901,0,9.9009901,0,1.98019802,0.99009901,0,0,12.87128713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9009901,9.9009901,0,2.97029703,2.97029703,9.9009901,1.98019802,0,NA,1.98019802,35.64356436,0.99009901,34.65346535,0,0,9.9009901,0,1.98019802,0.99009901,0,0,0,0,0,0,0,0,0,0,0,29.7029703,0.99009901,28.71287129,0,NA,NA,0,0,NA,0,0,NA,101.6,21.88307692,10.16,10.16,24.01454545,24.01454545,NA,24.01454545,35.56,38.1,21.88307692,101.6,101.6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,17,0,NA,NA,"SPAI; PLJA","BOGR2","SM","MO","MO","ME","SM","NS","MO","ME","SM","SM","ME","NS","ME","MO","ME","SM","ME","ME","MO","MO",NA,NA,NA,NA,NA,NA,NA,"ILMOCAIMDBO",2022-01-13 10:47:44,"ILMOCAIMDBO",2022-01-13 12:36:39,"2015","2015","{64DDAB37-4FC3-4283-A71E-8993B4B9381C}",c(-105.95912, 33.9411260000001)
"31367","20153553201909B2","20153553201909B2","20153553201909B2","NM","NM","Socorro","LMF","https://gis.blm.doi.net/attachments/AIM/LMF/35053/201909B/point2/2015","070CY101NM",NA,33.943195,-105.953699,NA,2015-06-01 13:44:59,29.7029703,33.66336634,5.96666667,20.43333333,10.83333333,20.46666667,57.7,2.55555556,NA,2.55555556,0,0,31.68316832,0,31.68316832,0,0.99009901,0,0.99009901,0,33.66336634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.68316832,31.68316832,0,20.79207921,0,31.68316832,0.99009901,0,NA,0.99009901,55.44554455,0,55.44554455,0,0,31.68316832,0,0.99009901,0,0.99009901,0,0,0,0,0,0,0,0,0,0,36.63366337,0,36.63366337,0,NA,NA,0,0,NA,0,0,NA,36.40666667,31.36347826,NA,NA,31.36347826,31.36347826,NA,31.36347826,44.26857143,21.59,31.36347826,36.40666667,36.40666667,NA,NA,NA,NA,NA,NA,NA,NA,1,"SATR12",12,0,NA,NA,"SPCR; SPAI; PLJA","BOGR2; MURI","NS","SM","SM","MO","SM","NS","NS","SM","SM","SM","SM","NS","MO","SM","ME","MO","MO","MO","SM","SM",NA,NA,NA,NA,NA,NA,NA,"ILMOCAIMDBO",2022-01-13 10:47:44,"ILMOCAIMDBO",2022-01-13 12:36:39,"2015","2015","{BF644987-20DE-4459-947A-F6BAA9708641}",c(-105.953699, 33.9431950000001)
"31368","20153553202019B1","20153553202019B1","20153553202019B1","NM","NM","Socorro","LMF","https://gis.blm.doi.net/attachments/AIM/LMF/35053/202019B/point1/2015","042XA051NM",NA,33.898453,-106.558717,NA,2015-06-02 11:19:59,35.64356436,47.52475248,5.06666667,19.83333333,16.56666667,0,41.46666667,1,1,1,0,0.99009901,33.66336634,0,33.66336634,0.99009901,0,19.8019802,0,0,47.52475248,0,0,0,0,0,0,0,0,0,0,0,0.99009901,0,0,33.66336634,33.66336634,0,12.87128713,0,33.66336634,0,0,NA,0,33.66336634,0,33.66336634,0,0.99009901,27.72277228,0,0,18.81188119,0,0,0,0,0,0,0,0,0,0,0,14.85148515,0,14.85148515,0,NA,NA,0,0,NA,1.98019802,0,NA,41.00285714,50.8,17.78,17.78,52.86375,52.86375,NA,52.86375,36.068,NA,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,17,0,NA,NA,"ACHY; MUPO2; PLJA",NA,"NS","SM","MO","MO","NS","MO","SM","MO","ME","MO","SM","NS","MO","MO","ME","MO","MO","MO","MO","MO",NA,NA,NA,NA,NA,NA,NA,"ILMOCAIMDBO",2022-01-13 10:47:44,"ILMOCAIMDBO",2022-01-13 12:36:39,"2015","2015","{AA58B5B0-F69E-41E4-82AF-84EE2218ADF3}",c(-106.558717, 33.8984530000001)
